CustomerID,Education,Marital_Status,Income,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,Total_Spending,Response
24899,Basic,Divorced,131421,687,43,918,457,145,71,0,7,14,1,2274,Yes
24900,Basic,Single,98861,290,258,284,82,184,182,2,9,7,8,2692,Yes
24901,Master,Married,140280,505,369,115,395,197,28,0,2,11,2,2976,Yes
24902,Master,Married,24072,69,6,683,152,58,231,6,9,3,10,4324,Yes
24903,Basic,Single,47365,823,226,636,300,88,52,4,9,7,5,2963,Yes
24904,Basic,Married,54101,775,339,641,460,87,243,1,4,13,14,4695,No
24905,Master,Single,104834,669,55,227,403,25,211,6,10,5,7,4679,No
24906,Master,Single,146663,155,447,945,433,69,290,12,8,5,0,1814,Yes
24907,PhD,Single,138880,26,231,588,185,51,2,3,10,2,1,1914,No
24908,Bachelor,Married,24730,126,314,44,85,163,158,6,2,0,4,590,Yes
24909,Bachelor,Single,73861,556,325,659,123,87,118,10,8,14,14,785,Yes
24910,Bachelor,Single,92375,864,309,899,280,120,66,3,14,12,7,942,No
24911,Bachelor,Single,63597,345,342,798,74,1,123,9,1,9,4,821,No
24912,Basic,Married,78232,888,57,802,25,14,286,0,9,6,0,3408,Yes
24913,Basic,Divorced,31884,911,496,723,181,85,7,7,12,12,10,737,Yes
24914,Basic,Married,72963,781,151,152,243,129,136,14,7,3,5,3694,Yes
24915,Bachelor,Widowed,75722,499,180,748,248,56,46,10,7,14,8,2786,Yes
24916,Bachelor,Married,140579,318,106,775,104,99,52,4,13,5,11,2991,Yes
24917,Bachelor,Divorced,143754,187,49,674,159,63,248,6,7,11,6,3464,No
24918,Master,Divorced,92002,727,360,966,151,82,211,14,0,6,10,694,Yes
24919,Master,Married,142960,568,59,233,459,5,164,2,2,9,3,3942,No
24920,Bachelor,Married,89625,699,401,594,203,46,117,2,1,1,4,2253,Yes
24921,PhD,Married,132464,818,4,650,331,17,132,1,13,12,0,823,No
24922,Bachelor,Married,110577,350,349,710,274,40,129,11,14,6,6,2195,Yes
24923,Basic,Single,77104,960,232,11,448,182,279,6,6,4,14,4502,No
24924,PhD,Married,67392,83,281,519,169,13,120,3,3,13,10,3046,Yes
24925,Basic,Married,38997,893,385,177,388,156,289,12,6,10,13,1494,Yes
24926,Bachelor,Divorced,96740,813,4,446,70,87,227,5,4,1,7,1939,Yes
24927,Bachelor,Divorced,64900,382,148,639,382,39,184,8,7,0,4,2527,Yes
24928,Bachelor,Single,44348,735,174,991,165,9,2,11,1,7,14,4687,No
24929,Bachelor,Married,32699,277,405,797,281,131,50,3,6,7,1,1976,No
24930,Bachelor,Widowed,132266,535,444,709,180,52,121,9,13,6,14,2240,Yes
24931,Bachelor,Divorced,24778,498,442,130,108,94,117,7,14,14,0,3482,Yes
24932,Master,Divorced,90176,994,237,28,348,135,156,4,12,12,14,1069,No
24933,Bachelor,Single,147522,817,480,43,299,41,191,14,12,0,14,3276,Yes
24934,Bachelor,Single,108406,833,246,531,164,199,151,9,7,6,10,4036,Yes
24935,Bachelor,Single,61644,389,378,899,76,128,213,12,3,2,11,2421,Yes
24936,Master,Divorced,82037,763,449,592,349,36,83,6,14,10,4,3619,No
24937,Master,Married,139237,896,253,471,235,1,105,12,7,12,8,3246,Yes
24938,Master,Married,30559,164,422,688,483,42,39,5,10,8,8,1767,Yes
24939,Basic,Widowed,104199,478,411,790,189,75,129,8,1,10,3,3854,Yes
24940,Basic,Single,129023,384,244,215,267,98,52,12,14,2,14,1585,Yes
24941,Basic,Married,125412,479,486,678,334,142,31,14,13,10,2,2313,Yes
24942,Basic,Married,89577,152,119,237,5,65,237,3,3,10,9,4834,Yes
24943,Bachelor,Single,147185,489,153,616,223,148,206,10,14,0,11,2734,Yes
24944,PhD,Married,22819,561,496,255,268,96,202,4,10,12,9,4871,Yes
24945,Bachelor,Single,40786,440,63,483,43,64,135,2,7,6,12,539,Yes
24946,PhD,Married,130929,369,327,427,308,25,44,8,11,9,0,1573,Yes
24947,Basic,Married,141149,507,488,901,77,160,198,8,14,5,5,650,Yes
24948,PhD,Single,138042,833,139,278,171,16,166,5,14,4,13,4603,Yes
24949,Basic,Widowed,23645,680,87,545,186,29,120,7,14,6,10,3334,No
24950,PhD,Married,73879,474,189,317,327,96,238,8,2,10,7,4490,Yes
24951,Basic,Married,91101,645,362,605,480,197,76,13,3,10,12,3319,No
24952,PhD,Single,74585,336,336,665,21,189,73,6,9,1,7,3812,No
24953,Bachelor,Single,119091,939,313,388,415,31,152,12,4,3,14,2945,No
24954,Bachelor,Divorced,50452,963,422,680,292,83,87,6,7,1,12,631,No
24955,Bachelor,Married,77848,677,123,99,250,168,93,8,6,0,12,2900,Yes
24956,Bachelor,Married,38248,911,171,646,417,83,285,3,9,12,2,987,Yes
24957,Bachelor,Married,62853,809,461,390,140,169,66,14,13,1,12,4468,Yes
24958,PhD,Single,32600,595,364,868,2,171,90,7,8,0,6,3557,No
24959,Bachelor,Divorced,127536,185,437,476,326,34,253,13,4,13,11,2824,No
24960,Master,Single,87876,99,32,444,318,110,242,2,14,4,14,1203,Yes
24961,Basic,Single,144070,631,388,489,254,40,94,9,4,8,1,990,Yes
24962,Bachelor,Divorced,114086,350,445,776,95,75,217,3,13,1,9,953,Yes
24963,Bachelor,Single,140017,508,356,612,142,37,143,5,5,1,10,1943,No
24964,Master,Divorced,112283,630,73,660,313,128,263,10,3,0,6,4641,Yes
24965,Bachelor,Married,34351,245,168,240,146,170,65,2,2,1,8,1074,Yes
24966,Bachelor,Single,129403,302,281,226,331,137,20,7,2,7,14,849,Yes
24967,Bachelor,Single,94120,220,152,84,469,48,91,10,14,2,13,1906,No
24968,Bachelor,Married,33968,448,150,749,160,187,34,8,5,0,12,2350,Yes
24969,Bachelor,Married,95256,249,340,875,367,124,172,4,2,0,2,3235,Yes
24970,Bachelor,Single,137520,618,281,758,366,33,75,3,8,10,10,3574,No
24971,Bachelor,Divorced,84510,915,234,341,97,91,184,4,10,10,8,2565,No
24972,Basic,Married,131086,444,331,769,97,23,175,10,5,5,13,815,Yes
24973,Master,Divorced,135010,425,339,941,57,96,167,12,0,9,6,4684,Yes
24974,Basic,Married,112957,538,106,53,70,36,176,11,11,13,11,2962,Yes
24975,Master,Single,104319,430,394,579,474,87,289,2,4,5,3,2252,Yes
24976,Basic,Divorced,25823,130,186,446,221,123,2,4,12,8,14,4497,Yes
24977,Basic,Married,116878,31,97,524,270,147,179,6,11,10,6,3000,Yes
24978,Bachelor,Married,57417,720,336,738,110,31,187,12,6,9,12,3811,Yes
24979,Bachelor,Married,28064,966,391,838,320,166,184,0,13,8,10,1060,No
24980,Bachelor,Married,146277,949,34,97,274,50,103,5,6,0,11,2700,Yes
24981,Bachelor,Single,20485,575,159,952,479,84,38,2,4,4,5,1479,Yes
24982,Bachelor,Married,99009,785,39,366,364,196,297,1,14,5,12,2816,Yes
24983,Bachelor,Married,24431,40,82,929,57,152,16,4,9,11,1,3471,Yes
24984,Bachelor,Divorced,62555,252,327,142,245,77,2,5,3,13,9,2927,Yes
24985,Bachelor,Single,141497,890,147,624,226,31,48,11,2,10,4,4864,Yes
24986,Master,Single,111810,627,117,553,239,21,223,9,7,0,4,877,Yes
24987,Master,Married,133574,260,487,798,439,131,49,1,9,14,6,2223,No
24988,Bachelor,Married,122391,625,335,870,108,78,149,2,1,10,3,3086,No
24989,Master,Single,87270,301,210,398,60,172,126,8,6,2,2,2084,Yes
24990,PhD,Single,56695,308,181,496,217,111,189,13,6,8,14,3165,No
24991,Bachelor,Single,112451,562,2,448,56,112,206,6,6,2,6,3143,Yes
24992,Bachelor,Single,146829,175,19,94,308,49,95,4,7,2,8,4838,No
24993,PhD,Married,81560,311,338,264,275,148,149,7,1,12,6,1446,Yes
24994,Basic,Married,58224,514,175,846,203,141,88,8,3,13,10,4830,Yes
24995,Basic,Divorced,98917,654,393,610,243,139,13,13,10,0,7,4105,Yes
24996,Bachelor,Married,146307,267,344,137,453,142,182,6,9,7,1,3566,Yes
24997,Master,Married,56624,673,465,398,19,171,49,1,0,12,1,4614,Yes
24998,PhD,Widowed,108104,898,27,722,361,63,223,2,14,4,2,2256,No
24999,Bachelor,Widowed,115088,71,274,346,158,52,187,4,5,2,1,527,Yes
25000,PhD,Single,68451,810,372,133,300,182,151,11,7,13,11,3743,Yes
25001,Basic,Single,43478,507,227,0,198,34,273,1,13,9,1,2369,No
25002,Basic,Widowed,73522,570,230,642,272,34,103,12,14,5,12,4748,Yes
25003,Bachelor,Married,47250,125,364,496,409,176,120,2,6,9,13,4610,Yes
25004,PhD,Married,141945,769,193,166,102,2,185,0,11,7,5,898,Yes
25005,Bachelor,Divorced,132317,914,475,129,190,164,147,14,12,11,4,625,Yes
25006,Basic,Married,25450,164,38,804,473,143,44,0,3,1,9,1874,Yes
25007,Bachelor,Married,35402,863,270,492,312,97,217,14,0,9,11,4172,Yes
25008,Bachelor,Single,50815,534,106,83,153,51,174,8,3,14,14,4162,Yes
25009,Bachelor,Divorced,109304,528,293,220,487,63,14,3,4,12,12,3640,Yes
25010,Basic,Married,118975,291,381,987,82,194,161,10,10,7,13,1833,Yes
25011,PhD,Single,111321,703,179,527,137,171,214,4,14,12,6,1044,Yes
25012,Bachelor,Married,48666,718,208,688,116,0,259,9,1,7,5,3678,Yes
25013,Bachelor,Single,97281,364,484,864,7,33,170,14,6,5,5,764,Yes
25014,Basic,Single,43831,921,469,412,417,36,283,0,1,10,4,572,No
25015,Basic,Single,59613,68,334,90,204,15,133,14,4,9,14,1230,Yes
25016,Bachelor,Married,70223,539,40,519,284,36,112,7,14,9,14,1575,Yes
25017,Master,Married,144859,233,331,775,336,3,177,13,14,9,5,4343,Yes
25018,Bachelor,Married,38277,152,448,996,155,110,164,14,3,12,3,2779,Yes
25019,Master,Single,96775,186,345,447,360,174,79,11,11,2,8,1378,Yes
25020,Master,Divorced,30862,426,315,425,226,92,218,14,2,3,4,2571,Yes
25021,Basic,Married,86558,106,344,977,395,22,86,0,9,2,0,2629,No
25022,Bachelor,Single,132871,909,95,140,51,26,42,8,14,13,10,3198,Yes
25023,Bachelor,Married,72202,314,2,99,302,8,200,11,10,0,13,2245,Yes
25024,Bachelor,Divorced,135232,526,314,97,413,154,217,9,2,5,5,857,No
25025,Bachelor,Married,100164,498,235,753,385,93,298,7,11,13,2,2088,Yes
25026,Bachelor,Divorced,104775,847,438,376,40,104,151,8,14,1,2,4141,Yes
25027,Bachelor,Single,139280,341,486,521,300,194,171,1,13,0,13,701,No
25028,PhD,Divorced,74964,104,154,303,142,56,16,1,10,13,5,4070,Yes
25029,Basic,Married,111036,914,445,38,26,179,258,14,10,6,9,1291,No
25030,Bachelor,Divorced,22677,377,176,118,463,129,298,5,2,7,1,2022,Yes
25031,Bachelor,Divorced,47347,461,442,43,122,48,204,8,6,10,14,669,Yes
25032,Bachelor,Married,133494,687,103,445,332,82,265,10,12,7,9,2362,Yes
25033,Bachelor,Married,84234,226,445,27,331,178,295,2,10,13,1,501,Yes
25034,PhD,Single,149372,986,441,764,221,109,60,2,1,11,10,3371,Yes
25035,Master,Married,148548,374,159,189,293,174,70,4,14,12,13,1170,Yes
25036,Bachelor,Married,118364,183,113,89,283,164,19,7,11,7,0,4525,Yes
25037,Bachelor,Single,145854,947,32,188,24,141,129,3,7,8,5,3188,No
25038,Bachelor,Married,46929,333,369,625,456,53,210,6,0,7,6,1929,No
25039,Bachelor,Divorced,24706,956,286,290,461,27,121,9,6,14,4,1976,No
25040,Master,Single,108804,413,37,362,346,37,112,4,12,5,3,2311,Yes
25041,PhD,Married,81530,833,326,895,378,134,191,2,6,14,11,4205,Yes
25042,Bachelor,Single,51005,111,288,786,479,152,26,5,13,6,8,1876,No
25043,Bachelor,Widowed,107697,245,359,478,335,90,32,0,0,8,12,1920,No
25044,Basic,Widowed,23272,977,480,912,101,70,90,4,7,0,5,2164,Yes
25045,Basic,Married,49048,717,27,628,262,9,71,2,14,10,12,882,Yes
25046,Basic,Married,113188,870,287,635,287,185,296,4,14,4,8,3348,Yes
25047,Basic,Divorced,98097,968,499,205,238,81,41,14,12,7,9,4083,Yes
25048,Bachelor,Single,109792,597,136,927,315,123,199,13,13,8,13,4723,Yes
25049,Bachelor,Married,74643,779,188,400,386,131,165,4,3,5,8,1448,Yes
25050,Bachelor,Single,140531,586,145,982,493,95,161,10,12,13,9,3104,No
25051,Bachelor,Widowed,125021,7,445,377,318,134,116,8,6,6,8,807,Yes
25052,Bachelor,Single,35155,863,15,109,151,4,45,12,14,7,7,1914,Yes
25053,Bachelor,Married,148333,740,230,635,436,136,82,12,14,14,12,3827,Yes
25054,Bachelor,Married,32005,534,36,933,176,79,179,8,10,2,3,699,Yes
25055,PhD,Divorced,46543,997,180,132,13,165,267,8,0,2,10,1751,No
25056,Basic,Widowed,92317,241,344,239,482,146,185,2,11,5,6,3805,Yes
25057,PhD,Single,103604,489,160,256,403,124,63,12,0,6,10,4826,Yes
25058,Bachelor,Married,58982,21,276,133,176,179,229,14,13,6,8,2108,Yes
25059,Bachelor,Single,90222,665,57,470,268,148,6,1,1,4,2,733,Yes
25060,Basic,Single,144164,966,138,480,23,164,271,14,11,13,0,2472,No
25061,Basic,Married,54280,559,214,16,434,23,2,8,11,7,2,3619,Yes
25062,Bachelor,Widowed,46223,604,447,614,203,141,152,1,10,7,6,3375,No
25063,Master,Single,123941,763,212,643,17,42,106,6,4,4,8,1809,Yes
25064,Bachelor,Single,131727,803,294,661,216,187,51,8,4,5,8,2515,Yes
25065,Bachelor,Divorced,111028,223,394,46,53,79,257,13,14,6,5,1549,No
25066,Bachelor,Divorced,124189,274,480,933,490,125,143,6,9,6,13,4887,Yes
25067,Bachelor,Single,78624,761,435,46,480,69,285,5,11,7,10,4907,No
25068,PhD,Single,104133,895,113,809,76,24,188,4,10,5,7,3000,Yes
25069,Master,Married,25764,267,351,20,131,27,192,14,10,11,13,3092,No
25070,Bachelor,Single,57693,763,424,12,137,69,98,11,10,1,13,4324,Yes
25071,Bachelor,Married,41641,808,396,529,471,110,15,6,14,11,14,2738,Yes
25072,Basic,Single,149199,357,295,811,41,36,7,14,4,9,8,4023,No
25073,PhD,Single,130914,473,350,450,460,50,61,9,9,3,8,2769,Yes
25074,Bachelor,Single,73819,703,236,752,11,158,50,2,3,3,4,906,No
25075,Master,Married,138627,107,28,459,430,20,50,0,4,7,9,1120,Yes
25076,Bachelor,Single,34505,369,211,94,416,110,191,0,5,14,6,4405,Yes
25077,PhD,Divorced,41428,94,95,430,63,73,166,9,14,14,2,1210,Yes
25078,Bachelor,Widowed,119912,168,187,20,216,6,269,9,1,10,6,1845,Yes
25079,Bachelor,Single,23098,972,351,123,469,78,138,2,1,4,2,2782,No
25080,Bachelor,Single,47848,898,276,804,126,28,132,3,0,11,4,1816,Yes
25081,PhD,Single,97973,429,122,762,158,86,236,11,10,2,10,1168,Yes
25082,PhD,Single,56778,604,65,429,33,50,267,1,14,8,1,1680,No
25083,Master,Single,31557,703,320,542,367,34,198,6,7,6,2,3288,Yes
25084,Master,Single,145519,287,231,471,128,65,142,7,3,1,3,1951,Yes
25085,Bachelor,Single,57535,765,393,453,284,86,4,11,7,3,0,2145,Yes
25086,Master,Single,66136,475,324,653,224,27,251,10,12,0,4,2689,Yes
25087,Master,Married,124730,331,333,916,220,32,279,12,12,6,0,4758,No
25088,Bachelor,Single,48541,121,60,21,58,84,7,7,11,2,9,2942,No
25089,Bachelor,Single,115943,211,474,716,449,3,293,3,1,13,4,1144,Yes
25090,Bachelor,Single,112694,900,9,392,437,177,294,14,11,13,8,2816,Yes
25091,Bachelor,Single,148831,797,414,968,357,63,256,8,5,12,6,1116,No
25092,Master,Married,50805,624,230,53,28,97,239,5,13,6,5,3342,Yes
25093,Bachelor,Single,145793,371,412,141,204,78,233,9,7,9,0,1505,Yes
25094,Bachelor,Married,81687,871,204,599,373,55,244,14,14,4,1,2728,No
25095,Bachelor,Widowed,33198,164,494,414,157,44,267,3,3,14,10,2484,No
25096,Bachelor,Married,55561,882,289,933,446,92,221,11,0,8,2,4081,Yes
25097,Bachelor,Married,45657,10,7,580,375,83,296,3,8,3,7,603,Yes
25098,PhD,Married,51652,518,170,856,353,139,92,8,1,7,2,777,Yes
25099,Bachelor,Married,59727,189,395,700,8,193,248,8,3,5,5,1361,No
25100,Master,Widowed,110373,624,32,200,282,60,111,2,7,9,0,721,Yes
25101,Basic,Single,149282,514,79,938,326,7,137,6,8,14,5,1265,No
25102,PhD,Divorced,98800,100,453,962,74,49,93,9,13,2,6,2674,Yes
25103,Bachelor,Single,39518,24,217,398,432,192,270,0,4,5,7,4665,No
25104,Basic,Single,131532,164,249,209,161,98,80,8,1,8,8,1072,Yes
25105,Bachelor,Married,123535,211,431,230,392,148,296,2,0,13,3,4623,No
25106,PhD,Single,119653,346,232,561,178,51,138,12,9,10,13,1874,Yes
25107,Basic,Married,86383,426,74,625,33,22,170,13,9,5,14,2198,Yes
25108,Bachelor,Married,107002,171,408,924,450,43,80,3,10,13,9,1490,Yes
25109,PhD,Married,57452,647,267,823,263,14,56,7,11,4,1,4229,No
25110,Basic,Single,111471,851,21,859,251,56,144,1,6,10,7,3515,Yes
25111,Bachelor,Single,99395,623,392,171,381,39,7,12,5,14,7,3171,No
25112,Bachelor,Single,108164,468,166,720,105,143,27,8,1,2,7,3393,Yes
25113,Bachelor,Divorced,78398,612,394,216,395,75,119,2,8,10,3,3009,Yes
25114,Bachelor,Married,41123,354,86,863,286,77,280,7,9,8,2,4015,Yes
25115,Basic,Widowed,50996,72,129,689,412,90,248,6,12,7,13,2775,Yes
25116,Master,Divorced,73184,112,51,110,50,37,79,10,3,12,14,2412,Yes
25117,Basic,Married,129710,127,417,185,486,52,15,4,5,8,9,578,Yes
25118,Bachelor,Divorced,131469,470,407,47,194,167,187,5,6,6,10,4522,Yes
25119,Bachelor,Married,129331,286,305,832,101,191,194,3,7,3,10,3693,Yes
25120,Bachelor,Married,80355,506,311,136,440,21,152,3,9,11,6,3583,No
25121,Bachelor,Single,93947,427,349,992,350,38,189,14,4,1,0,3339,Yes
25122,Master,Married,61897,571,384,210,205,199,264,2,0,10,14,1784,No
25123,PhD,Married,100389,375,413,194,85,3,276,3,4,1,7,3269,Yes
25124,Master,Married,108306,221,358,31,347,57,294,13,0,12,6,3817,Yes
25125,Bachelor,Single,137682,792,19,610,374,115,156,11,14,2,14,1902,Yes
25126,Master,Married,61124,989,150,801,289,130,85,11,9,0,11,2006,Yes
25127,PhD,Single,22050,132,113,267,10,56,52,12,4,11,9,645,Yes
25128,Bachelor,Married,42125,409,372,125,466,64,261,4,1,12,6,4956,Yes
25129,Bachelor,Married,75164,763,422,887,464,146,198,7,3,12,9,2970,Yes
25130,Basic,Married,69103,388,197,79,467,136,129,1,6,4,9,3368,Yes
25131,Bachelor,Single,28918,464,112,43,292,71,296,4,0,9,5,1627,No
25132,PhD,Married,60283,269,398,228,107,25,63,12,4,9,12,1860,Yes
25133,Bachelor,Single,62114,317,497,923,221,102,7,3,10,1,9,3647,Yes
25134,Bachelor,Single,38796,343,470,168,291,5,213,1,6,11,1,996,No
25135,Basic,Married,95551,981,270,332,309,48,119,4,4,2,7,4753,Yes
25136,Basic,Married,72899,832,68,283,214,199,263,8,0,12,4,2992,No
25137,Bachelor,Single,81261,359,350,475,370,94,16,2,11,7,7,4258,No
25138,PhD,Single,32417,703,326,645,307,194,19,0,10,1,12,4513,Yes
25139,Bachelor,Married,134768,732,310,82,155,197,127,0,1,2,3,1567,Yes
25140,Master,Married,122562,244,286,46,141,49,52,2,7,3,0,3298,No
25141,Basic,Single,78851,78,252,106,36,134,95,5,4,12,10,1091,Yes
25142,Bachelor,Single,83144,286,420,611,349,132,122,9,13,1,6,4765,Yes
25143,Bachelor,Single,113720,612,410,384,162,144,148,14,3,9,1,3561,No
25144,Master,Divorced,40391,757,301,230,222,55,199,12,7,11,4,4285,Yes
25145,Basic,Married,94809,740,43,351,65,79,56,3,11,6,11,2260,Yes
25146,Basic,Divorced,105924,622,153,243,277,118,184,1,1,4,4,1529,No
25147,Bachelor,Married,100606,872,318,341,469,39,73,2,1,7,11,1852,Yes
25148,PhD,Widowed,139761,662,123,155,2,170,254,13,0,0,8,3412,Yes
25149,Basic,Married,129072,669,230,602,234,160,51,12,4,2,10,2588,Yes
25150,Basic,Married,86232,24,433,903,62,135,124,2,2,2,6,3271,Yes
25151,Bachelor,Married,101718,107,495,153,349,129,67,4,8,9,8,2514,Yes
25152,Bachelor,Single,94285,258,35,467,431,101,249,10,0,8,8,4980,Yes
25153,Master,Single,134607,89,356,787,170,13,288,3,11,6,0,3886,Yes
25154,PhD,Single,24730,653,347,602,258,145,102,13,0,9,11,1426,Yes
25155,Bachelor,Married,127526,24,290,550,10,127,59,2,3,0,2,3728,No
25156,PhD,Married,47624,809,450,111,422,186,224,13,6,0,8,2296,Yes
25157,Master,Married,20870,166,338,452,208,49,283,2,7,5,11,3783,Yes
25158,Bachelor,Divorced,128053,80,401,452,176,177,284,7,10,2,3,4544,No
25159,PhD,Divorced,114589,952,157,775,188,76,109,9,1,0,0,1558,No
25160,Bachelor,Widowed,74484,23,218,250,59,178,115,9,8,6,3,3490,Yes
25161,Bachelor,Married,140254,461,245,204,359,3,43,2,7,12,1,1798,No
25162,Bachelor,Single,127820,692,400,564,213,137,265,10,9,7,7,2526,No
25163,Bachelor,Single,124864,378,139,187,86,44,8,5,3,3,3,2344,Yes
25164,Basic,Single,37320,602,32,33,114,131,152,3,14,1,10,884,No
25165,Master,Single,42225,784,255,2,213,143,77,10,12,4,14,996,No
25166,Master,Single,72792,428,287,820,233,14,53,2,14,1,10,4337,No
25167,Master,Single,65534,189,361,148,106,54,194,5,11,10,9,2809,Yes
25168,Bachelor,Married,141976,363,496,625,302,90,292,2,3,9,9,3893,Yes
25169,PhD,Married,149341,778,314,180,107,27,295,10,0,6,10,2136,Yes
25170,Basic,Married,56871,269,42,282,107,162,137,13,3,1,4,1564,Yes
25171,Bachelor,Single,131476,907,14,103,127,157,246,4,13,14,14,3965,Yes
25172,Bachelor,Single,124262,902,194,688,298,182,0,1,2,2,3,4656,Yes
25173,Basic,Married,38821,242,114,520,217,137,150,4,9,6,11,1500,Yes
25174,Bachelor,Single,34295,107,177,166,55,122,33,7,11,13,4,1882,Yes
25175,Bachelor,Married,21670,100,346,735,324,63,131,11,10,4,12,1616,No
25176,Master,Widowed,65543,800,185,981,370,190,251,11,10,6,1,3234,Yes
25177,PhD,Married,109060,172,244,104,319,60,97,5,9,6,12,4187,Yes
25178,Master,Married,79612,815,392,253,410,144,74,11,9,14,2,3644,Yes
25179,Bachelor,Married,28918,948,166,490,459,24,138,14,14,2,11,1505,No
25180,Master,Married,75085,304,392,759,496,106,177,4,7,1,0,4355,Yes
25181,Master,Married,37418,208,381,174,373,43,27,8,14,4,1,4485,Yes
25182,Bachelor,Divorced,115257,913,250,72,380,42,8,2,7,13,11,3554,Yes
25183,Master,Married,106375,36,454,946,47,31,146,0,5,0,0,1747,Yes
25184,Bachelor,Married,124249,771,383,294,315,199,176,5,6,12,12,721,Yes
25185,Bachelor,Married,131368,674,441,135,419,6,40,14,5,8,2,4559,Yes
25186,Bachelor,Married,36384,568,119,665,405,88,36,5,1,11,14,3406,Yes
25187,Bachelor,Married,131933,80,36,928,117,141,28,5,3,3,8,4331,Yes
25188,Master,Single,78171,308,389,214,47,90,250,14,2,0,14,1245,Yes
25189,Bachelor,Single,84028,368,235,44,94,41,216,4,7,0,1,2505,Yes
25190,Bachelor,Single,58185,631,386,970,370,97,54,1,3,5,9,4768,Yes
25191,PhD,Married,141179,527,488,307,240,168,157,5,9,3,7,741,Yes
25192,PhD,Divorced,125890,450,222,941,68,25,176,6,3,14,13,1787,Yes
25193,Bachelor,Divorced,124594,594,396,80,83,52,250,9,7,3,14,776,No
25194,Basic,Married,124590,508,81,103,496,45,160,13,9,2,10,4707,Yes
25195,Bachelor,Single,61270,530,1,269,481,133,299,12,10,3,0,4199,Yes
25196,Bachelor,Divorced,49086,901,347,776,436,1,71,10,4,13,13,4032,No
25197,Basic,Married,147694,466,138,579,269,179,40,8,9,9,6,1214,Yes
25198,Bachelor,Single,79622,653,108,17,98,116,183,2,2,3,2,2521,Yes
25199,Master,Divorced,87053,171,68,96,437,190,262,0,7,4,5,1216,Yes
25200,Master,Married,52423,442,464,772,192,75,138,7,5,11,11,1755,Yes
25201,Bachelor,Divorced,147284,470,266,470,417,152,257,10,9,14,3,556,No
25202,Bachelor,Single,142543,268,292,138,48,39,222,4,7,5,4,4874,No
25203,Bachelor,Divorced,63158,744,373,126,399,177,181,1,13,1,4,2654,Yes
25204,Bachelor,Married,141625,732,254,546,299,65,96,14,3,8,3,4924,Yes
25205,Bachelor,Single,51517,567,165,704,215,147,14,10,11,14,12,1033,No
25206,Basic,Married,36811,574,426,955,439,54,281,6,8,4,6,2499,Yes
25207,Bachelor,Married,67320,702,200,522,354,182,290,14,7,14,8,1882,Yes
25208,Bachelor,Single,66285,522,2,228,143,60,39,5,1,0,14,2063,Yes
25209,Bachelor,Married,73870,444,142,284,54,53,286,9,4,5,11,2586,Yes
25210,Bachelor,Single,58132,625,56,485,135,149,90,1,3,0,9,1429,Yes
25211,Bachelor,Married,106644,72,298,608,147,168,281,8,14,0,7,1786,Yes
25212,Basic,Married,45180,578,405,525,17,75,221,0,2,11,13,4071,Yes
25213,Bachelor,Married,29168,731,425,982,60,62,294,14,12,0,2,4982,No
25214,Bachelor,Single,66133,506,234,110,178,65,186,7,14,4,6,3637,Yes
25215,Basic,Single,92767,585,334,803,83,176,224,9,11,1,2,1237,Yes
25216,Basic,Married,142444,540,194,124,125,44,167,8,4,4,2,2979,Yes
25217,Bachelor,Single,137147,210,135,757,36,121,39,13,4,4,6,4475,Yes
25218,Master,Married,92488,259,308,539,292,4,274,11,10,10,4,744,Yes
25219,Bachelor,Married,22965,122,205,143,210,10,68,3,4,12,9,2635,Yes
25220,Bachelor,Divorced,113389,551,470,270,438,116,122,13,7,12,9,4063,Yes
25221,PhD,Single,107294,382,453,23,42,61,174,6,6,4,0,4537,Yes
25222,PhD,Married,20490,143,271,525,382,173,21,7,7,7,0,4595,Yes
25223,Bachelor,Single,85490,62,429,784,40,60,181,1,11,10,13,1894,Yes
25224,Master,Married,147140,280,337,849,33,58,133,10,8,3,4,3498,No
25225,Bachelor,Single,111584,290,296,341,142,15,168,6,1,2,5,635,Yes
25226,PhD,Married,30973,997,486,400,125,136,140,14,4,3,13,2479,Yes
25227,Bachelor,Divorced,94469,845,168,297,288,61,9,6,6,12,10,562,Yes
25228,Master,Single,66563,947,451,109,253,165,123,14,13,4,10,1444,Yes
25229,Master,Divorced,29897,117,182,58,67,102,87,5,5,8,12,3155,Yes
25230,Bachelor,Married,26645,773,405,786,122,155,240,11,8,13,9,1562,Yes
25231,Master,Divorced,121439,268,189,261,268,154,296,3,12,0,6,3878,Yes
25232,Bachelor,Widowed,84707,212,347,199,29,42,73,8,6,3,2,3539,Yes
25233,Basic,Single,57712,968,0,903,1,192,26,5,4,10,4,3555,Yes
25234,Bachelor,Married,102880,188,397,51,324,191,148,6,1,8,12,849,Yes
25235,PhD,Single,54267,514,390,255,86,66,176,8,6,0,3,2976,Yes
25236,Bachelor,Single,55600,404,153,60,430,31,36,6,14,1,11,1016,Yes
25237,Bachelor,Married,66420,836,120,40,442,151,139,10,13,2,14,4274,Yes
25238,Bachelor,Single,136868,707,341,690,125,158,168,6,11,4,6,4396,Yes
25239,Basic,Married,61756,4,10,699,432,61,150,8,3,11,5,1586,Yes
